Date,Soil Humidity (%)
1/1/2024,44.58653484
1/2/2024,44.58653484
1/3/2024,44.58653484
1/4/2024,44.58653484
1/5/2024,44.58653484
1/6/2024,44.58653484
1/7/2024,44.58653484
1/8/2024,44.58653484
1/9/2024,44.58653484
1/10/2024,44.58653484
1/11/2024,44.58653484
1/12/2024,44.58653484
1/13/2024,44.58653484
1/14/2024,44.58653484
1/15/2024,44.58653484
1/16/2024,44.58653484
1/17/2024,44.58653484
1/18/2024,44.58653484
1/19/2024,44.58653484
1/20/2024,44.58653484
1/21/2024,44.58653484
1/22/2024,44.58653484
1/23/2024,44.58653484
1/24/2024,44.58653484
1/25/2024,44.58653484
1/26/2024,44.58653484
1/27/2024,44.58653484
1/28/2024,44.58653484
1/29/2024,44.58653484
1/30/2024,44.58653484
1/31/2024,44.58653484
2/1/2024,44.58653484
2/2/2024,44.58653484
2/3/2024,44.58653484
2/4/2024,44.58653484
2/5/2024,44.58653484
2/6/2024,44.58653484
2/7/2024,44.58653484
2/8/2024,44.58653484
2/9/2024,44.58653484
2/10/2024,44.58653484
2/11/2024,44.58653484
2/12/2024,44.58653484
2/13/2024,44.58653484
2/14/2024,44.58653484
2/15/2024,44.58653484
2/16/2024,44.58653484
2/17/2024,44.58653484
2/18/2024,44.58653484
2/19/2024,44.58653484
2/20/2024,44.58653484
2/21/2024,44.58653484
2/22/2024,44.58653484
2/23/2024,44.58653484
2/24/2024,44.58653484
2/25/2024,44.58653484
2/26/2024,44.58653484
2/27/2024,44.58653484
2/28/2024,44.58653484
2/29/2024,44.58653484
3/1/2024,44.58653484
3/2/2024,44.58653484
3/3/2024,44.58653484
3/4/2024,44.58653484
3/5/2024,44.58653484
3/6/2024,44.58653484
3/7/2024,44.58653484
3/8/2024,44.58653484
3/9/2024,44.58653484
3/10/2024,44.58653484
3/11/2024,44.58653484
3/12/2024,44.58653484
3/13/2024,44.58653484
3/14/2024,44.58653484
3/15/2024,44.58653484
3/16/2024,44.58653484
3/17/2024,44.58653484
3/18/2024,44.58653484
3/19/2024,44.58653484
3/20/2024,44.58653484
3/21/2024,44.58653484
3/22/2024,44.58653484
3/23/2024,44.58653484
3/24/2024,44.58653484
3/25/2024,44.58653484
3/26/2024,44.58653484
3/27/2024,44.58653484
3/28/2024,44.58653484
3/29/2024,44.58653484
3/30/2024,44.58653484
3/31/2024,44.58653484
4/1/2024,44.58653484
4/2/2024,44.58653484
4/3/2024,44.58653484
4/4/2024,44.58653484
4/5/2024,44.58653484
4/6/2024,44.58653484
4/7/2024,44.58653484
4/8/2024,44.58653484
4/9/2024,44.58653484
4/10/2024,44.58653484
4/11/2024,44.58653484
4/12/2024,44.58653484
4/13/2024,44.58653484
4/14/2024,44.58653484
4/15/2024,44.58653484
4/16/2024,44.58653484
4/17/2024,44.58653484
4/18/2024,44.58653484
4/19/2024,44.58653484
4/20/2024,44.58653484
4/21/2024,44.58653484
4/22/2024,44.58653484
4/23/2024,44.58653484
4/24/2024,44.58653484
4/25/2024,44.58653484
4/26/2024,44.58653484
4/27/2024,44.58653484
4/28/2024,44.58653484
4/29/2024,44.58653484
4/30/2024,44.58653484
5/1/2024,44.58653484
5/2/2024,44.58653484
5/3/2024,44.58653484
5/4/2024,44.58653484
5/5/2024,44.58653484
5/6/2024,44.58653484
5/7/2024,44.58653484
5/8/2024,44.58653484
5/9/2024,44.58653484
5/10/2024,44.58653484
5/11/2024,44.58653484
5/12/2024,44.58653484
5/13/2024,44.58653484
5/14/2024,44.58653484
5/15/2024,44.58653484
5/16/2024,44.58653484
5/17/2024,44.58653484
5/18/2024,44.58653484
5/19/2024,44.58653484
5/20/2024,44.58653484
5/21/2024,44.58653484
5/22/2024,44.58653484
5/23/2024,44.58653484
5/24/2024,44.58653484
5/25/2024,44.58653484
5/26/2024,44.58653484
5/27/2024,44.58653484
5/28/2024,44.58653484
5/29/2024,44.58653484
5/30/2024,44.58653484
5/31/2024,44.58653484
6/1/2024,44.58653484
6/2/2024,44.58653484
6/3/2024,44.58653484
6/4/2024,44.58653484
6/5/2024,44.58653484
6/6/2024,44.58653484
6/7/2024,44.58653484
6/8/2024,44.58653484
6/9/2024,44.58653484
6/10/2024,44.58653484
6/11/2024,44.58653484
6/12/2024,44.58653484
6/13/2024,44.58653484
6/14/2024,44.58653484
6/15/2024,44.58653484
6/16/2024,44.58653484
6/17/2024,44.58653484
6/18/2024,44.58653484
6/19/2024,44.58653484
6/20/2024,44.58653484
6/21/2024,44.58653484
6/22/2024,44.58653484
6/23/2024,44.58653484
6/24/2024,44.58653484
6/25/2024,44.58653484
6/26/2024,44.58653484
6/27/2024,44.58653484
6/28/2024,44.58653484
6/29/2024,44.58653484
6/30/2024,44.58653484
7/1/2024,44.58653484
7/2/2024,50.26028051
7/3/2024,39.03624107
7/4/2024,42.79284909
7/5/2024,47.84378788
7/6/2024,51.20134765
7/7/2024,55.032797
7/8/2024,51.24150467
7/9/2024,49.76959929
7/10/2024,51.57576686
7/11/2024,55.89019841
7/12/2024,58.53524933
7/13/2024,58.15381214
7/14/2024,54.07048914
7/15/2024,52.50347074
7/16/2024,52.59997607
7/17/2024,52.41656203
7/18/2024,50.30035478
7/19/2024,50.07814019
7/20/2024,56.99604263
7/21/2024,53.20726733
7/22/2024,52.81934434
7/23/2024,51.77826245
7/24/2024,52.42682087
7/25/2024,51.45331992
7/26/2024,49.72834489
7/27/2024,63.67345209
7/28/2024,64.09046105
7/29/2024,62.20041876
7/30/2024,65.07973242
7/31/2024,65.81139655
8/1/2024,63.85173671
8/2/2024,65.81877764
8/3/2024,66.53793192
8/4/2024,63.87745519
8/5/2024,64.08249718
8/6/2024,66.01766147
8/7/2024,65.27149531
8/8/2024,65.55147628
8/9/2024,65.34058922
8/10/2024,65.39069592
8/11/2024,63.67352787
8/12/2024,66.04731771
8/13/2024,66.16958999
8/14/2024,64.77060926
8/15/2024,64.95652305
8/16/2024,63.4688925
8/17/2024,65.51425476
8/18/2024,65.57205744
8/19/2024,64.93780898
8/20/2024,66.12435336
8/21/2024,64.66592277
8/22/2024,65.56460593
8/23/2024,63.98033566
8/24/2024,64.97644785
8/25/2024,64.82564574
8/26/2024,65.22530792
8/27/2024,64.63047307
8/28/2024,64.8685274
8/29/2024,65.82604717
8/30/2024,64.56323576
8/31/2024,63.3934229
9/1/2024,66.7495839
9/2/2024,66.38145408
9/3/2024,63.7077373
9/4/2024,65.68970781
9/5/2024,64.49702523
9/6/2024,65.26348722
9/7/2024,65.29422413
9/8/2024,64.7655922
9/9/2024,64.21623433
9/10/2024,64.30945895
9/11/2024,64.08380808
9/12/2024,64.16817779
9/13/2024,64.93282171
9/14/2024,64.28424001
9/15/2024,65.68205207
9/16/2024,66.48724616
9/17/2024,64.41994676
9/18/2024,65.2394045
9/19/2024,65.49968511
9/20/2024,65.47200227
9/21/2024,65.07595527
9/22/2024,65.74268242
9/23/2024,65.48224895
9/24/2024,63.76233758
9/25/2024,65.86915606
9/26/2024,65.88729084
9/27/2024,64.2367139
9/28/2024,65.03793784
9/29/2024,65.68332899
9/30/2024,64.79068618
10/1/2024,66.07297805
10/2/2024,67.36387249
10/3/2024,64.21401397
10/4/2024,63.6189554
10/5/2024,65.3038186
10/6/2024,65.72156251
10/7/2024,64.76913363
10/8/2024,66.45326066
10/9/2024,63.6613942
10/10/2024,65.69291862
10/11/2024,64.39413918
10/12/2024,66.71937791
10/13/2024,66.99251535
10/14/2024,64.23334341
10/15/2024,64.45044286
10/16/2024,65.85958789
10/17/2024,64.61286935
10/18/2024,64.95458878
10/19/2024,65.02538842
10/20/2024,63.08032684
10/21/2024,64.98616225
10/22/2024,64.31027223
10/23/2024,64.50687718
10/24/2024,66.443632
10/25/2024,63.74349311
10/26/2024,65.81320519
10/27/2024,64.72103707
10/28/2024,64.72023983
10/29/2024,65.7903719
10/30/2024,65.34005129
10/31/2024,65.570613
11/1/2024,65.96818466
11/2/2024,64.66869162
11/3/2024,64.38776327
11/4/2024,63.91484947
11/5/2024,64.17458947
11/6/2024,67.94909443
11/7/2024,66.24467958
11/8/2024,63.64892563
11/9/2024,63.67754204
11/10/2024,65.48186606
11/11/2024,65.5472648
11/12/2024,65.54888384
11/13/2024,64.74504421
11/14/2024,64.87454574
11/15/2024,65.32787952
11/16/2024,65.08589301
11/17/2024,62.78069963
11/18/2024,64.77020037
11/19/2024,64.14859357
11/20/2024,65.17521142
11/21/2024,67.985259
11/22/2024,65.36748167
11/23/2024,64.68647031
11/24/2024,65.9218015
11/25/2024,65.48268789
11/26/2024,65.42009449
11/27/2024,65.60685059
11/28/2024,67.05654356
11/29/2024,63.86911156
11/30/2024,65.47363208
12/1/2024,64.07361887
12/2/2024,65.55551265
12/3/2024,64.08131349
12/4/2024,64.58263319
12/5/2024,64.70491009
12/6/2024,65.97581672
12/7/2024,65.91845444
12/8/2024,63.75428262
12/9/2024,65.05493411
12/10/2024,64.29042015
12/11/2024,63.74149509
12/12/2024,64.78298295
12/13/2024,64.69151721
12/14/2024,67.42671649
12/15/2024,65.43295983
12/16/2024,63.6223825
12/17/2024,64.435226
12/18/2024,66.0213833
12/19/2024,67.08844277
12/20/2024,63.41401669
12/21/2024,63.12007561
12/22/2024,66.87096518
12/23/2024,65.38961418
12/24/2024,64.13170727
12/25/2024,65.53462909
12/26/2024,62.36425226
12/27/2024,65.00337551
12/28/2024,65.32782117
12/29/2024,65.92427014
12/30/2024,63.98610405
12/31/2024,65.08568716
